Date,Open,High,Low,Close,Adj Close,Volume
2014-08-28,199.589996,200.270004,199.389999,200.139999,177.699402,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,178.205460,65907000
2014-09-02,200.970001,201.000000,199.860001,200.610001,178.116669,72426000
2014-09-03,201.380005,201.410004,200.220001,200.500000,178.019028,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,177.761566,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,178.560593,102177000
2014-09-08,200.919998,201.210007,200.000000,200.589996,178.098907,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,176.971329,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,177.637238,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,177.841415,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,176.802612,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,176.669449,76401000
2014-09-16,198.610001,200.839996,198.500000,200.479996,178.001236,116201000
2014-09-17,200.770004,201.679993,199.750000,200.750000,178.240982,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,179.191040,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,179.029541,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,177.646896,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,176.630020,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,178.012634,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,175.140305,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,176.531860,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,176.210724,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,175.746918,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,173.365143,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,173.391953,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,175.300903,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,175.095734,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,172.392868,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,175.407898,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,171.929047,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,169.966599,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,167.174561,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,167.433228,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,166.300339,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,166.157623,270391000
2014-10-17,188.419998,189.750000,187.619995,188.470001,168.120071,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,169.752487,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,173.115448,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,171.884445,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,173.882538,154944000
2014-10-24,195.250000,196.490005,194.490005,196.429993,175.220627,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,174.979782,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,176.986801,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,176.719193,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,177.852097,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,179.885880,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,179.984009,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,179.359589,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,180.492493,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,181.215012,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,181.384491,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,181.955383,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,182.133789,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,181.937576,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,182.142761,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,182.187363,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,182.303253,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,183.355896,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,183.061539,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,183.382629,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,184.363815,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,184.881241,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,184.747482,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,185.220200,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,184.827713,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,183.543182,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,184.729630,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,185.443222,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,185.238052,91316600
2014-12-05,207.869995,208.470001,207.550003,208.000000,185.541336,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,184.301422,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,184.176514,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,181.223923,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,182.142761,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,179.199036,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,177.968048,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,176.540787,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,180.001892,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,184.453049,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,185.237900,245084600
2014-12-22,206.750000,207.470001,206.460007,207.470001,186.089996,148318900
2014-12-23,208.169998,208.229996,207.399994,207.750000,186.341156,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,186.359055,42963400
2014-12-26,208.309998,208.850006,208.250000,208.440002,186.960068,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,187.211182,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,186.206635,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,184.358871,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,184.260223,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,180.932541,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,179.228363,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,181.461731,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,184.681763,147217800
2015-01-09,206.399994,206.419998,203.509995,204.250000,183.201797,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,181.766663,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,181.255432,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,180.161163,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,178.510773,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,180.851807,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,181.237518,130991100
2015-01-21,201.500000,203.660004,200.940002,203.080002,182.152390,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,184.861160,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,183.847610,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,184.278168,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,181.847427,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,179.515350,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,181.174698,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,178.896469,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,181.111923,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,183.731003,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,183.031418,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,184.879120,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,184.367874,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,183.542679,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,185.497986,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,185.605606,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,187.390564,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,188.161957,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,188.457947,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,188.475876,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,188.341339,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,189.471527,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,189.444595,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,189.982742,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,189.821304,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,189.597107,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,188.951279,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,190.144257,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,189.363846,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,188.565567,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,188.771851,76873000
2015-03-06,209.419998,209.940002,207.100006,207.500000,186.116898,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,186.888245,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,183.856644,157121300
2015-03-11,205.289993,205.500000,204.399994,204.500000,183.426071,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,185.758118,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,184.619034,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,187.085602,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,186.529510,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,188.771851,228808500
2015-03-19,209.960007,210.470001,209.029999,209.500000,187.910828,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,189.569473,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,189.200104,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,188.136963,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,185.380051,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,184.938568,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,185.362000,118939000
2015-03-30,206.979996,208.610001,206.960007,208.250000,187.623383,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,185.983688,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,185.326019,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,185.992691,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,187.245010,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,186.749451,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,187.380127,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,188.209000,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,189.236084,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,188.380219,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,188.740555,75099900
2015-04-15,210.050003,211.039993,209.949997,210.429993,189.587433,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,189.533432,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,187.353073,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,189.064926,92189500
2015-04-21,210.669998,210.860001,209.240005,209.600006,188.839691,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,189.767700,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,190.245178,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,190.686661,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,189.893799,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,190.497452,86863500
2015-04-29,210.369995,211.289993,209.600006,210.570007,189.713638,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,187.812607,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,189.848770,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,190.389328,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,188.209000,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,187.434204,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,188.182007,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,190.659637,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,189.749664,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,189.182053,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,189.218109,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,191.191208,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,191.398422,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,191.993027,74549700
2015-05-19,213.240005,213.570007,212.690002,213.029999,191.929977,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,191.794830,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,192.353409,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,191.893936,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,189.830719,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,191.632645,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,191.416473,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,190.227173,124919600
2015-06-01,211.940002,212.339996,210.619995,211.570007,190.614578,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,190.425385,91531000
2015-06-03,212.000000,212.669998,211.330002,211.919998,190.929886,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,189.317215,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,188.992859,121704700
2015-06-08,209.639999,209.820007,208.389999,208.479996,187.830658,89063300
2015-06-09,208.449997,209.100006,207.690002,208.449997,187.803558,105034700
2015-06-10,209.369995,211.410004,209.300003,210.949997,190.055969,134551300
2015-06-11,211.479996,212.089996,211.199997,211.630005,190.668625,73876400
2015-06-12,210.639999,211.479996,209.679993,210.009995,189.209106,135382400
2015-06-15,208.639999,209.449997,207.789993,209.110001,188.398209,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,189.425339,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,189.731644,126708600
2015-06-18,211.309998,213.339996,210.630005,212.779999,191.704742,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,190.853699,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,191.831482,70696000
2015-06-23,212.139999,212.440002,211.570007,212.039993,191.967300,68476800
2015-06-24,211.720001,212.169998,210.470001,210.500000,190.573059,92307300
2015-06-25,211.100006,211.250000,209.770004,209.860001,189.993637,97107400
2015-06-26,210.289993,210.580002,209.160004,209.820007,189.957413,104174800
2015-06-29,208.050003,209.830002,205.330002,205.419998,185.973969,202621300
2015-06-30,207.259995,207.320007,205.279999,205.850006,186.363251,182925100
2015-07-01,207.729996,208.029999,206.559998,207.500000,187.857040,135979900
2015-07-02,208.070007,208.270004,206.809998,207.309998,187.685013,104373700
2015-07-06,205.770004,207.649994,205.529999,206.720001,187.150909,117975400
2015-07-07,206.960007,208.169998,204.110001,208.020004,188.327835,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,185.168198,164020100
2015-07-09,207.039993,207.350006,204.770004,204.899994,185.503174,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,187.838928,129456900
2015-07-13,208.990005,209.899994,208.940002,209.770004,189.912155,106069400
2015-07-14,209.720001,211.050003,209.649994,210.679993,190.736023,81709600
2015-07-15,210.729996,211.279999,210.039993,210.610001,190.672653,97914100
2015-07-16,211.869995,212.300003,211.580002,212.300003,192.202652,106683300
2015-07-17,212.289993,212.550003,211.800003,212.479996,192.365631,89030000
2015-07-20,212.750000,213.179993,212.210007,212.589996,192.465195,70446800
2015-07-21,212.429993,212.740005,211.389999,211.750000,191.704727,77965000
2015-07-22,210.929993,211.770004,210.889999,211.369995,191.360703,88667900
2015-07-23,211.529999,211.649994,209.750000,210.179993,190.283325,90509100
2015-07-24,210.300003,210.369995,207.600006,208.000000,188.309738,117755000
2015-07-27,206.940002,207.550003,206.259995,206.789993,187.214249,132361100
2015-07-28,207.789993,209.500000,206.800003,209.330002,189.513840,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,190.817490,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,190.862778,91304400
2015-07-31,211.419998,211.449997,210.160004,210.500000,190.573059,103266900
2015-08-03,210.460007,210.529999,208.649994,209.789993,189.930237,113965700
2015-08-04,209.699997,210.250000,208.800003,209.380005,189.559113,81820800
2015-08-05,210.449997,211.309998,209.729996,210.070007,190.183746,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,188.626617,116030800
2015-08-07,208.160004,208.339996,206.869995,207.949997,188.264404,117858000
2015-08-10,209.279999,210.669998,209.279999,210.570007,190.636444,80270700
2015-08-11,208.970001,209.470001,207.759995,208.669998,188.916321,126081400
2015-08-12,207.110001,209.139999,205.360001,208.919998,189.142624,172123700
2015-08-13,208.729996,209.550003,208.009995,208.660004,188.907227,89383300
2015-08-14,208.429993,209.509995,208.259995,209.419998,189.595306,72786500
2015-08-17,208.710007,210.589996,208.160004,210.589996,190.654541,79072600
2015-08-18,210.259995,210.679993,209.699997,209.979996,190.102280,71692700
2015-08-19,209.089996,210.009995,207.350006,208.320007,188.599411,172946000
2015-08-20,206.509995,208.289993,203.899994,203.970001,184.661224,194327900
2015-08-21,201.729996,203.940002,197.520004,197.830002,179.102432,346588500
2015-08-24,187.490005,197.479996,182.399994,189.500000,171.561005,507244300
2015-08-25,195.429993,195.449997,186.919998,187.270004,169.542130,369833100
2015-08-26,192.080002,194.789993,188.369995,194.460007,176.051483,339257000
2015-08-27,197.020004,199.419998,195.210007,199.270004,180.406158,274143900
2015-08-28,198.500000,199.839996,197.919998,199.279999,180.415207,160414400
2015-08-31,198.110001,199.130005,197.009995,197.669998,178.957611,163298800
2015-09-01,193.119995,194.770004,190.729996,191.770004,173.616119,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,176.911545,160269300
2015-09-03,196.259995,198.050003,194.960007,195.550003,177.038300,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,174.358505,207081000
2015-09-08,195.940002,197.610001,195.169998,197.429993,178.740295,116025700
2015-09-09,199.320007,199.470001,194.350006,194.789993,176.350250,149347700
2015-09-10,194.559998,197.220001,194.250000,195.850006,177.309891,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,178.115662,119691200
2015-09-14,196.949997,197.009995,195.429993,196.009995,177.454758,79452000
2015-09-15,196.610001,198.990005,195.960007,198.460007,179.672806,113806200
2015-09-16,198.820007,200.410004,198.410004,200.179993,181.229980,99581600
2015-09-17,200.020004,202.889999,199.279999,199.729996,180.822556,276046600
2015-09-18,195.710007,198.679993,194.960007,195.449997,177.867691,223657500
2015-09-21,196.440002,197.679993,195.210007,196.460007,178.786850,105726200
2015-09-22,193.880005,194.460007,192.559998,193.910004,176.466248,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,176.184082,92790600
2015-09-24,192.149994,193.449997,190.559998,192.899994,175.547028,159378800
2015-09-25,194.639999,195.000000,191.809998,192.850006,175.501602,155054800
2015-09-28,191.779999,191.910004,187.639999,188.009995,171.096954,178515900
2015-09-29,188.270004,189.740005,186.929993,188.119995,171.197083,159045600
2015-09-30,190.369995,191.830002,189.440002,191.630005,174.391342,163452000
2015-10-01,192.080002,192.490005,189.820007,192.130005,174.846375,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,177.458160,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,180.616028,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,179.997192,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,181.471436,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,183.109528,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,183.218719,107069200
